_time,_value,_field,location,date
2023-09-10 07:09:59+00:00,512.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 07:19:59+00:00,511.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 07:29:59+00:00,508.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 07:39:59+00:00,505.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 07:49:59+00:00,517.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 07:59:59+00:00,516.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 08:09:59+00:00,518.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 08:19:59+00:00,519.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 08:29:59+00:00,500.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 08:39:59+00:00,505.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 08:49:59+00:00,507.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 08:59:59+00:00,499.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 09:09:59+00:00,496.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 09:19:59+00:00,484.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 09:30:00+00:00,483.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 09:40:00+00:00,497.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 09:50:00+00:00,494.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 10:00:00+00:00,485.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 10:10:00+00:00,497.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 10:20:00+00:00,496.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 10:30:00+00:00,479.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 10:40:00+00:00,485.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 10:50:00+00:00,486.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 11:00:00+00:00,466.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 11:10:00+00:00,478.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 11:20:00+00:00,477.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 11:30:00+00:00,477.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 11:40:00+00:00,483.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 11:50:00+00:00,480.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 12:00:00+00:00,475.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 12:10:00+00:00,482.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 12:20:00+00:00,487.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 12:30:00+00:00,477.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 12:40:00+00:00,477.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 12:50:00+00:00,483.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 13:00:00+00:00,472.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 13:10:00+00:00,468.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 13:20:00+00:00,442.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 13:30:00+00:00,451.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 13:40:00+00:00,432.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 13:50:00+00:00,446.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 14:00:00+00:00,447.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 14:10:00+00:00,431.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 14:20:00+00:00,447.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 14:30:00+00:00,435.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 14:40:00+00:00,429.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 14:50:00+00:00,441.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 15:00:00+00:00,439.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 15:10:00+00:00,432.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 15:20:00+00:00,442.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 15:30:00+00:00,443.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 15:40:00+00:00,427.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 15:50:00+00:00,429.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 16:00:00+00:00,417.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 16:10:00+00:00,430.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 16:20:00+00:00,432.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 16:30:00+00:00,441.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 16:40:00+00:00,445.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 16:50:00+00:00,442.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 17:00:00+00:00,445.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 17:10:00+00:00,435.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 17:20:00+00:00,445.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 17:30:00+00:00,443.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 17:40:00+00:00,446.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 17:50:00+00:00,433.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 18:00:00+00:00,441.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 18:10:00+00:00,440.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 18:20:00+00:00,447.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 18:30:00+00:00,430.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 18:40:00+00:00,438.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 18:50:00+00:00,428.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 19:00:00+00:00,428.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 19:10:00+00:00,451.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 19:20:00+00:00,435.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 19:30:00+00:00,429.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 19:40:00+00:00,442.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 19:50:00+00:00,435.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 20:00:00+00:00,425.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 20:10:00+00:00,433.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 20:20:00+00:00,432.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 20:30:00+00:00,435.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 20:40:00+00:00,438.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 20:50:00+00:00,434.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 21:00:00+00:00,436.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 21:10:00+00:00,436.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 21:20:00+00:00,456.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 21:30:00+00:00,443.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 21:40:00+00:00,450.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 21:50:00+00:00,444.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 22:00:00+00:00,444.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 22:10:00+00:00,439.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 22:20:00+00:00,451.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 22:30:00+00:00,449.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 22:40:00+00:00,446.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 22:50:00+00:00,444.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 23:00:00+00:00,462.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 23:10:00+00:00,452.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 23:20:00+00:00,448.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 23:30:00+00:00,452.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 23:40:00+00:00,462.0,co2,am3019-testqc2090,2023-09-10
2023-09-10 23:50:00+00:00,452.0,co2,am3019-testqc2090,2023-09-10
2023-09-11 00:00:00+00:00,445.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 00:10:00+00:00,447.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 00:20:00+00:00,448.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 00:30:00+00:00,445.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 00:40:00+00:00,447.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 00:50:00+00:00,463.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 01:00:00+00:00,452.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 01:10:00+00:00,456.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 01:20:00+00:00,449.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 01:30:00+00:00,446.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 01:40:00+00:00,446.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 01:50:00+00:00,460.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 02:00:01+00:00,467.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 02:10:00+00:00,456.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 02:20:00+00:00,452.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 02:30:01+00:00,478.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 02:40:01+00:00,474.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 02:50:01+00:00,453.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 03:00:01+00:00,456.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 03:10:01+00:00,464.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 03:20:01+00:00,452.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 03:30:01+00:00,448.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 03:40:01+00:00,466.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 03:50:01+00:00,464.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 04:00:01+00:00,454.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 04:10:01+00:00,451.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 04:20:01+00:00,446.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 04:30:01+00:00,451.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 04:40:01+00:00,472.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 04:50:01+00:00,470.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 05:00:01+00:00,465.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 05:10:01+00:00,457.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 05:20:01+00:00,463.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 05:30:01+00:00,475.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 05:40:01+00:00,468.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 05:50:01+00:00,463.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 06:00:01+00:00,459.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 06:10:01+00:00,458.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 06:20:01+00:00,461.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 06:30:01+00:00,482.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 06:40:01+00:00,480.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 06:50:01+00:00,473.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 07:00:01+00:00,460.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 07:10:01+00:00,482.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 07:20:01+00:00,479.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 07:30:01+00:00,468.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 07:40:01+00:00,458.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 07:50:01+00:00,471.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 08:00:01+00:00,475.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 08:10:01+00:00,462.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 08:20:01+00:00,470.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 08:30:01+00:00,468.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 08:40:01+00:00,459.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 08:50:01+00:00,449.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 09:00:01+00:00,467.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 09:10:01+00:00,452.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 09:20:01+00:00,446.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 09:30:01+00:00,455.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 09:40:01+00:00,446.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 09:50:01+00:00,447.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 10:00:01+00:00,455.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 10:20:01+00:00,444.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 10:30:01+00:00,453.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 10:40:01+00:00,436.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 10:50:01+00:00,439.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 11:00:01+00:00,440.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 11:10:01+00:00,436.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 11:20:01+00:00,450.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 11:30:01+00:00,435.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 11:40:01+00:00,438.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 11:50:01+00:00,428.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 12:00:01+00:00,431.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 12:10:01+00:00,428.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 12:20:01+00:00,425.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 12:30:01+00:00,449.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 12:40:01+00:00,432.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 12:50:01+00:00,427.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 13:00:01+00:00,443.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 13:10:01+00:00,427.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 13:20:01+00:00,427.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 13:30:01+00:00,439.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 13:40:01+00:00,430.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 13:50:01+00:00,419.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 14:00:01+00:00,427.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 14:10:01+00:00,424.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 14:20:01+00:00,431.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 14:30:01+00:00,426.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 14:40:01+00:00,412.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 14:50:01+00:00,423.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 15:00:01+00:00,438.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 15:10:01+00:00,428.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 15:20:01+00:00,437.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 15:30:01+00:00,429.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 15:40:01+00:00,426.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 15:50:01+00:00,438.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 16:00:01+00:00,432.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 16:10:01+00:00,440.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 16:20:01+00:00,460.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 16:30:01+00:00,483.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 16:40:01+00:00,484.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 16:50:01+00:00,499.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 17:00:01+00:00,502.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 17:10:01+00:00,510.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 17:20:01+00:00,521.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 17:30:01+00:00,533.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 17:40:01+00:00,525.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 17:50:01+00:00,529.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 18:00:01+00:00,526.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 18:10:01+00:00,533.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 18:20:01+00:00,542.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 18:30:01+00:00,548.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 18:40:01+00:00,548.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 18:50:01+00:00,551.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 19:00:01+00:00,541.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 19:10:01+00:00,529.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 19:20:01+00:00,515.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 19:30:01+00:00,506.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 19:40:02+00:00,499.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 19:50:02+00:00,494.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 20:00:02+00:00,482.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 20:10:02+00:00,492.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 20:20:02+00:00,484.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 20:30:02+00:00,476.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 20:40:02+00:00,468.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 20:50:02+00:00,469.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 21:00:02+00:00,457.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 21:10:02+00:00,454.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 21:20:02+00:00,444.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 21:30:02+00:00,447.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 21:40:02+00:00,447.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 21:50:02+00:00,455.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 22:00:02+00:00,447.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 22:10:02+00:00,447.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 22:20:02+00:00,453.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 22:30:02+00:00,444.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 22:40:02+00:00,456.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 22:50:02+00:00,444.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 23:00:02+00:00,440.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 23:10:02+00:00,447.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 23:20:02+00:00,434.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 23:30:02+00:00,434.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 23:40:02+00:00,443.0,co2,am3019-testqc2090,2023-09-11
2023-09-11 23:50:02+00:00,459.0,co2,am3019-testqc2090,2023-09-11
2023-09-12 00:00:02+00:00,455.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 00:10:02+00:00,446.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 00:20:02+00:00,442.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 00:30:02+00:00,439.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 00:40:02+00:00,454.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 00:50:02+00:00,446.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 01:00:02+00:00,449.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 01:10:02+00:00,464.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 01:20:02+00:00,449.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 01:30:02+00:00,451.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 01:40:02+00:00,448.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 01:50:02+00:00,468.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 02:00:02+00:00,459.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 02:10:02+00:00,454.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 02:20:02+00:00,452.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 02:30:02+00:00,457.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 02:40:02+00:00,446.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 02:50:02+00:00,459.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 03:00:02+00:00,451.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 03:10:02+00:00,453.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 03:20:02+00:00,462.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 03:30:02+00:00,458.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 03:40:02+00:00,457.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 03:50:02+00:00,457.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 04:00:02+00:00,447.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 04:10:02+00:00,446.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 04:20:02+00:00,459.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 04:30:02+00:00,454.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 04:40:02+00:00,459.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 04:50:02+00:00,458.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 05:00:02+00:00,453.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 05:10:02+00:00,457.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 05:20:02+00:00,450.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 05:30:02+00:00,457.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 05:40:02+00:00,462.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 05:50:02+00:00,469.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 06:00:02+00:00,460.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 06:10:02+00:00,475.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 06:20:02+00:00,472.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 06:30:02+00:00,469.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 06:40:02+00:00,464.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 06:50:02+00:00,481.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 07:00:02+00:00,508.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 07:10:02+00:00,490.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 07:20:02+00:00,495.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 07:30:02+00:00,485.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 07:40:02+00:00,492.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 07:50:02+00:00,503.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 08:00:02+00:00,576.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 08:10:02+00:00,588.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 08:20:02+00:00,573.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 08:30:02+00:00,579.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 08:40:02+00:00,591.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 08:50:02+00:00,591.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 09:00:02+00:00,590.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 09:10:02+00:00,602.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 09:20:02+00:00,634.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 09:30:02+00:00,646.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 09:40:02+00:00,666.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 09:50:02+00:00,626.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 10:00:02+00:00,619.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 10:10:02+00:00,609.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 10:20:02+00:00,614.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 10:30:02+00:00,611.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 10:40:02+00:00,603.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 10:50:02+00:00,626.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 11:00:02+00:00,640.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 11:20:02+00:00,641.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 11:30:02+00:00,631.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 11:40:02+00:00,654.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 11:50:02+00:00,625.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 12:00:02+00:00,630.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 12:10:02+00:00,637.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 12:20:02+00:00,612.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 12:30:02+00:00,624.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 12:40:02+00:00,594.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 12:50:02+00:00,585.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 13:00:02+00:00,573.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 13:10:02+00:00,565.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 13:20:02+00:00,544.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 13:30:03+00:00,525.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 13:40:03+00:00,514.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 13:50:03+00:00,507.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 14:00:03+00:00,511.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 14:10:03+00:00,519.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 14:20:03+00:00,548.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 14:40:03+00:00,538.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 14:50:03+00:00,586.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 15:00:03+00:00,579.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 15:10:03+00:00,576.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 15:20:03+00:00,590.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 15:30:03+00:00,600.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 15:40:03+00:00,613.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 15:50:03+00:00,605.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 16:00:03+00:00,586.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 16:10:03+00:00,574.0,co2,am3019-testqc2090,2023-09-12
2023-09-12 16:20:03+00:00,563.0,co2,am3019-testqc2090,2023-09-12
